ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_3241996	0.94743849	6.81e-01	-4.16e-01	-5.9905	-1.67e-02	210033163	AGPAT4-IT1	AGPAT4 intronic transcript 1
ILMN_3246694	0.94743849	6.81e-01	4.16e-01	-5.9905	1.67e-02	NA		
ILMN_3249965	0.94743849	6.81e-01	4.16e-01	-5.9905	1.67e-02	NA		
ILMN_3259829	0.94743849	6.81e-01	-4.16e-01	-5.9905	-1.67e-02	NA		
ILMN_3305111	0.94743849	6.81e-01	-4.16e-01	-5.9905	-1.67e-02	NA		
ILMN_1651657	0.94743849	6.81e-01	-4.16e-01	-5.9905	-1.67e-02	1027250547	ADAM33	ADAM metallopeptidase domain 33
ILMN_1703973	0.94743849	6.81e-01	4.16e-01	-5.9905	1.67e-02	NA		
ILMN_1709296	0.94743849	6.81e-01	4.16e-01	-5.9905	1.67e-02	58530877	MAGEC3	MAGE family member C3
ILMN_1711493	0.94743849	6.81e-01	4.16e-01	-5.9905	1.67e-02	302318951	PRAM1	PML-RARA regulated adaptor molecule 1
ILMN_1732375	0.94743849	6.81e-01	4.16e-01	-5.9905	1.67e-02	740922493	EEFSEC	eukaryotic elongation factor, selenocysteine-tRNA specific
ILMN_2374778	0.94743849	6.81e-01	4.16e-01	-5.9905	1.67e-02	70906443	DUT	deoxyuridine triphosphatase
ILMN_3275422	0.94743849	6.81e-01	4.16e-01	-5.9905	1.67e-02	307938356	EFTUD1P1	elongation factor Tu GTP binding domain containing 1 pseudogene 1
ILMN_1655788	0.94743849	6.81e-01	4.16e-01	-5.9905	1.67e-02	217035157	ZNF780A	zinc finger protein 780A
ILMN_1658825	0.94743849	6.81e-01	-4.16e-01	-5.9905	-1.67e-02	NA		
ILMN_1691212	0.94743849	6.81e-01	-4.16e-01	-5.9905	-1.67e-02	126362968	NCKAP5	NCK associated protein 5
ILMN_1772312	0.94743849	6.81e-01	4.16e-01	-5.9905	1.67e-02	153218469	BARX1	BARX homeobox 1
ILMN_1796141	0.94743849	6.81e-01	-4.16e-01	-5.9905	-1.67e-02	732663003	PKP3	plakophilin 3
ILMN_2085362	0.94743849	6.81e-01	4.16e-01	-5.9905	1.67e-02	304361738	FUCA2	fucosidase, alpha-L- 2, plasma
ILMN_2202239	0.94743849	6.81e-01	4.16e-01	-5.9905	1.67e-02	744066852	ZNF474	zinc finger protein 474
ILMN_2323413	0.94743849	6.81e-01	4.16e-01	-5.9905	1.67e-02	61742816	KRIT1	KRIT1, ankyrin repeat containing
ILMN_3188196	0.94743849	6.81e-01	4.16e-01	-5.9905	1.67e-02	NA		
ILMN_3234896	0.94743849	6.81e-01	4.16e-01	-5.9905	1.67e-02	NA		
ILMN_3273209	0.94743849	6.81e-01	4.16e-01	-5.9905	1.67e-02	NA		
ILMN_1684357	0.94743849	6.81e-01	-4.16e-01	-5.9905	-1.67e-02	NA		
ILMN_1728334	0.94743849	6.81e-01	4.16e-01	-5.9905	1.67e-02	NA		
ILMN_1770387	0.94743849	6.81e-01	4.16e-01	-5.9905	1.67e-02	33667062	TMPRSS9	transmembrane protease, serine 9
ILMN_1789446	0.94743849	6.81e-01	-4.16e-01	-5.9905	-1.67e-02	224177501	IRGC	immunity related GTPase cinema
ILMN_3287687	0.94743849	6.81e-01	4.16e-01	-5.9905	1.67e-02	NA		
ILMN_1725772	0.94743849	6.81e-01	4.16e-01	-5.9905	1.67e-02	380254475	POU3F2	POU class 3 homeobox 2
ILMN_1693286	0.94743849	6.81e-01	-4.16e-01	-5.9905	-1.67e-02	NA		
ILMN_1896830	0.94743849	6.81e-01	-4.16e-01	-5.9905	-1.67e-02	NA		
ILMN_3310499	0.94743849	6.81e-01	-4.16e-01	-5.9905	-1.67e-02	269847718	MIR2115	microRNA 2115
ILMN_1691119	0.94768842	6.81e-01	4.15e-01	-5.99061	3.33e-02	525345373	RNF122	ring finger protein 122
ILMN_1794056	0.94811223	6.82e-01	4.15e-01	-5.99087	7.50e-02	330864770	DNAJB5	DnaJ heat shock protein family (Hsp40) member B5
ILMN_1664750	0.94811223	6.82e-01	4.14e-01	-5.99102	3.33e-02	543583713	TMBIM4	transmembrane BAX inhibitor motif containing 4
ILMN_1674032	0.94811223	6.82e-01	4.14e-01	-5.99117	2.50e-02	169881284	ABCD3	ATP binding cassette subfamily D member 3
ILMN_1670245	0.94811223	6.82e-01	-4.14e-01	-5.99117	-2.50e-02	156151370	KLF3	Kruppel like factor 3
ILMN_1701441	0.94811223	6.82e-01	4.14e-01	-5.99117	2.50e-02	45580698	LPAR1	lysophosphatidic acid receptor 1
ILMN_1753101	0.94811223	6.82e-01	-4.14e-01	-5.99117	-2.50e-02	359718942	VTCN1	V-set domain containing T cell activation inhibitor 1
ILMN_2288784	0.94811223	6.82e-01	4.14e-01	-5.99117	2.50e-02	63054847	CCDC34	coiled-coil domain containing 34
ILMN_3224204	0.94811223	6.82e-01	-4.14e-01	-5.99117	-2.50e-02	190570183	PSMG4	proteasome assembly chaperone 4
ILMN_1690309	0.94811223	6.82e-01	4.14e-01	-5.99117	2.50e-02	NA		
ILMN_1717825	0.94811223	6.82e-01	4.14e-01	-5.99117	2.50e-02	NA		
ILMN_1720968	0.94811223	6.82e-01	-4.14e-01	-5.99117	-2.50e-02	NA		
ILMN_1725090	0.94811223	6.82e-01	-4.14e-01	-5.99117	-2.50e-02	368711290	CTHRC1	collagen triple helix repeat containing 1
ILMN_3243945	0.94811223	6.82e-01	4.14e-01	-5.9913	4.17e-02	167860112	MZT1	mitotic spindle organizing protein 1
ILMN_1758209	0.94811223	6.83e-01	4.13e-01	-5.99147	4.17e-02	56550046	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats
ILMN_1680171	0.94811223	6.83e-01	-4.13e-01	-5.99156	-3.33e-02	457866834	MFF	mitochondrial fission factor
ILMN_1725247	0.94811223	6.83e-01	4.13e-01	-5.99165	2.50e-02	387763634	GTF2A1	general transcription factor IIA subunit 1
ILMN_1730433	0.94811223	6.83e-01	-4.13e-01	-5.99165	-2.50e-02	125987597	CD2AP	CD2 associated protein
ILMN_1750599	0.94811223	6.83e-01	4.13e-01	-5.99165	2.50e-02	48255946	ATP2B1	ATPase plasma membrane Ca2+ transporting 1
ILMN_1745807	0.94811223	6.83e-01	4.13e-01	-5.99165	2.50e-02	52851436	TMEM62	transmembrane protein 62
ILMN_1747192	0.94811223	6.83e-01	4.13e-01	-5.99165	2.50e-02	115387109	RNF125	ring finger protein 125
ILMN_1674160	0.94811223	6.83e-01	4.13e-01	-5.99165	2.50e-02	346716178	BIN1	bridging integrator 1
ILMN_1694736	0.94811223	6.83e-01	-4.13e-01	-5.99165	-2.50e-02	350994436	EBF2	early B-cell factor 2
ILMN_1742025	0.94811223	6.83e-01	4.13e-01	-5.99165	1.00e-01	150456422	OLFM1	olfactomedin 1
ILMN_3301372	0.94811223	6.83e-01	4.13e-01	-5.99169	5.83e-02	NA		
ILMN_1757702	0.94811223	6.83e-01	4.13e-01	-5.99176	5.00e-02	NA		
ILMN_1706832	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	21389568	TEKT5	tektin 5
ILMN_1708583	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	52317129	OR5L2	olfactory receptor family 5 subfamily L member 2
ILMN_1891922	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	4618025		
ILMN_1740007	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	156415982	TMPRSS11E	transmembrane protease, serine 11E
ILMN_1688094	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	309243098	ORC5	origin recognition complex subunit 5
ILMN_2166093	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	1008909361	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
ILMN_1652155	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	289063428	DHX9	DEAH-box helicase 9
ILMN_1681583	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	701165626	BACH1	BTB domain and CNC homolog 1
ILMN_1696333	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	NA		
ILMN_1709719	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	183396778	LPAR3	lysophosphatidic acid receptor 3
ILMN_1740648	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	392513722	CYP2D6	cytochrome P450 family 2 subfamily D member 6
ILMN_1751289	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	NA		
ILMN_1780605	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	NA		
ILMN_1782693	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	NA		
ILMN_1793949	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	NA		
ILMN_1849907	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	9794027		
ILMN_1898880	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	79274144		
ILMN_2160210	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	218505669	EPCAM	epithelial cell adhesion molecule
ILMN_2229649	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	146149187	KCTD12	potassium channel tetramerization domain containing 12
ILMN_3201629	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	NA		
ILMN_3201840	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	NA		
ILMN_3241647	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	224831255	OPN1MW2	opsin 1 (cone pigments), medium-wave-sensitive 2
ILMN_3293127	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	NA		
ILMN_1664320	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	157694502	SLC14A2	solute carrier family 14 member 2
ILMN_1683113	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	106507203	KIAA0895L	KIAA0895 like
ILMN_1685194	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	231569108	CLDN10	claudin 10
ILMN_1686060	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	343887368	NUDT7	nudix hydrolase 7
ILMN_1687199	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	NA		
ILMN_1695533	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	53828699	OR10AG1	olfactory receptor family 10 subfamily AG member 1
ILMN_1705105	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	NA		
ILMN_1712896	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	331999951	FST	follistatin
ILMN_1735689	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	30089682	SNORD64	small nucleolar RNA, C/D box 64
ILMN_1738674	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	730229358	TRPV5	transient receptor potential cation channel subfamily V member 5
ILMN_1747389	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	NA		
ILMN_1755710	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	33359685	EFNA4	ephrin A4
ILMN_1757099	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	301172738	PLEKHS1	pleckstrin homology domain containing S1
ILMN_1758418	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	325053718	TNFSF13B	tumor necrosis factor superfamily member 13b
ILMN_1758899	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	NA		
ILMN_1764188	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	38348728	CCDC171	coiled-coil domain containing 171
ILMN_1769358	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	30581163	NPBWR2	neuropeptides B/W receptor 2
ILMN_1775016	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	291045235	MPZL2	myelin protein zero like 2
ILMN_1805654	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	NA		
ILMN_1806184	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	102468716	MED13	mediator complex subunit 13
ILMN_1810321	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	446713270	LELP1	late cornified envelope like proline rich 1
ILMN_1812759	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	66932971	GCH1	GTP cyclohydrolase 1
ILMN_1834233	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	6142582		
ILMN_2207960	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	116063529	OR4D2	olfactory receptor family 4 subfamily D member 2
ILMN_2386053	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	628601844	DACH1	dachshund family transcription factor 1
ILMN_3244343	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	77735361	SNORA21	small nucleolar RNA, H/ACA box 21
ILMN_3245894	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	NA		
ILMN_3247286	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	NA		
ILMN_3305901	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	NA		
ILMN_3308788	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	157057555	SNORD50A	small nucleolar RNA, C/D box 50A
ILMN_3309960	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	262206157	MIR363	microRNA 363
ILMN_1675597	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	23510408	SLC22A1	solute carrier family 22 member 1
ILMN_1817251	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	83106680		
ILMN_1657348	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	NA		
ILMN_1660904	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	149193330	TRIM15	tripartite motif containing 15
ILMN_1765165	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	35493724	VPS13B	vacuolar protein sorting 13 homolog B
ILMN_1777299	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	NA		
ILMN_1792363	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	729042252	KLK4	kallikrein related peptidase 4
ILMN_1859493	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	NA		
ILMN_2154186	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	732662984	HNRNPCL1	heterogeneous nuclear ribonucleoprotein C-like 1
ILMN_2373236	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	547235235	OPALIN	oligodendrocytic myelin paranodal and inner loop protein
ILMN_2377025	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	NA		
ILMN_2380660	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	90669304	CCNB3	cyclin B3
ILMN_3182863	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	NA		
ILMN_3191201	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	NA		
ILMN_3234751	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	347921638	SNORD103A	small nucleolar RNA, C/D box 103A
ILMN_3244750	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	NA		
ILMN_3247395	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	733216527	PRSS58	protease, serine 58
ILMN_3252771	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	NA		
ILMN_3279585	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	NA		
ILMN_1689482	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	NA		
ILMN_1773111	0.94811223	6.84e-01	4.12e-01	-5.99212	1.67e-02	NA		
ILMN_1793300	0.94811223	6.84e-01	-4.12e-01	-5.99212	-1.67e-02	NA		
